material_id,formula,formation_energy_per_atom,band_gap,source
JVASP-140266,BaNb6O17,-2.57325,1.119,JARVIS
JVASP-9999,BaNd2CuO5,-2.82488,0.691,JARVIS
JVASP-10254,BaNd2PdO5,-2.84155,2.339,JARVIS
JVASP-25896,BaNd2PtO5,-2.83968,2.489,JARVIS
JVASP-40126,BaNd2S4,-2.27512,1.64,JARVIS
JVASP-13318,BaNd2Se4,-2.02903,1.69,JARVIS
JVASP-95201,BaNd2Ti3O10,-3.46612,1.961,JARVIS
JVASP-9795,BaNd2ZnO5,-3.00946,3.079,JARVIS
JVASP-11441,BaNd2ZnS5,-1.95817,1.218,JARVIS
JVASP-152212,BaNdAgS3,-1.77313,1.66,JARVIS
JVASP-112605,BaNdCuTe3,-1.3225,0.63,JARVIS
JVASP-144575,BaNdInO4,-2.74476,2.566,JARVIS
JVASP-12239,BaNi2As2O8,-1.52435,1.0,JARVIS
JVASP-153501,BaNi2P2O8,-2.12228,0.85,JARVIS
JVASP-151725,BaNiF4,-2.95263,0.592,JARVIS
JVASP-85447,BaNiF6,-2.59956,1.281,JARVIS
JVASP-7867,BaNiO2,-1.98867,0.277,JARVIS
JVASP-150654,BaNiO3,-1.90673,1.065,JARVIS
JVASP-142332,BaNpO4,-3.24198,0.345,JARVIS
JVASP-117150,BaNpP2O8,-2.88607,0.187,JARVIS
JVASP-115603,BaO,-2.77437,2.085,JARVIS
JVASP-148153,BaO10,-0.49784,0.246,JARVIS
JVASP-1285,BaO2,-2.08593,2.327,JARVIS
JVASP-114578,BaO3,-1.47496,2.192,JARVIS
JVASP-142334,BaO5,-0.88457,1.568,JARVIS
JVASP-117591,BaOF,-2.23478,0.514,JARVIS
JVASP-91341,BaP10,-0.30483,1.209,JARVIS
JVASP-116920,BaP2,-0.91789,0.603,JARVIS
JVASP-2649,BaP3,-0.75549,0.594,JARVIS
JVASP-96913,BaP3Pt2,-0.89643,0.207,JARVIS
JVASP-137990,BaPO,0.41016,0.13,JARVIS
JVASP-34316,BaPb2BrF5,-2.80047,3.436,JARVIS
JVASP-34331,BaPb2IF5,-2.74977,2.984,JARVIS
JVASP-66296,BaPbCl,-0.68938,0.172,JARVIS
JVASP-3417,BaPbF6,-2.82521,2.849,JARVIS
JVASP-137997,BaPbO2,-1.96321,1.211,JARVIS
JVASP-150628,BaPbO3,-1.9061,0.204,JARVIS
JVASP-128907,BaPd,-0.60437,0.18,JARVIS
JVASP-12973,BaPd2S4,-0.93482,0.969,JARVIS
JVASP-137870,BaPdBr2,-1.1861,0.907,JARVIS
JVASP-59085,BaPdCl4,-1.57905,1.161,JARVIS
JVASP-10994,BaPdF4,-2.69926,1.406,JARVIS
JVASP-137998,BaPdO,-0.11281,1.04,JARVIS
JVASP-141250,BaPdO5,-1.12499,0.413,JARVIS
JVASP-117618,BaPdS,-0.38156,0.256,JARVIS
JVASP-2319,BaPdS2,-1.32916,0.143,JARVIS
JVASP-120723,BaPdSe2O6,-1.38225,1.638,JARVIS
JVASP-12297,BaPr2CuO5,-2.79773,0.709,JARVIS
JVASP-11425,BaPr2MnS5,-1.91121,0.418,JARVIS
JVASP-10559,BaPr2PdO5,-2.81659,2.341,JARVIS
JVASP-13322,BaPr2S4,-2.24624,2.0,JARVIS
JVASP-97426,BaPr2Ti3O10,-3.47244,1.958,JARVIS
JVASP-11440,BaPr2ZnS5,-1.95858,1.247,JARVIS
JVASP-144631,BaPrCuTe3,-1.32239,0.598,JARVIS
JVASP-96069,BaPt2S3,-1.05575,1.046,JARVIS
JVASP-137874,BaPtBr2,-0.94532,0.567,JARVIS
JVASP-151435,BaReH9,-0.22844,3.161,JARVIS
JVASP-36701,BaReN3,-0.61529,1.826,JARVIS
JVASP-1315,BaS,-2.275,2.148,JARVIS
JVASP-2100,BaS2,-1.57516,1.625,JARVIS
JVASP-2088,BaS3,-1.22932,1.462,JARVIS
JVASP-132437,BaS31,-0.11952,1.178,JARVIS
JVASP-135875,BaSO,-1.47344,0.549,JARVIS
JVASP-85782,BaSO2,-1.9698,1.744,JARVIS
JVASP-88741,BaSc2Te4,-1.48188,0.441,JARVIS
JVASP-109916,BaScCu3Se4,-0.8527,0.775,JARVIS
JVASP-152015,BaScCuS3,-1.7887,0.87,JARVIS
JVASP-106844,BaScO2F,-3.66998,3.035,JARVIS
JVASP-142941,BaScZn3GaO7,-2.35775,2.402,JARVIS
JVASP-117624,BaSe,-2.19193,1.916,JARVIS
JVASP-2589,BaSe2,-1.46416,0.684,JARVIS
JVASP-8128,BaSe3,-1.1264,0.996,JARVIS
JVASP-87869,BaSi2,-0.39855,0.782,JARVIS
JVASP-56902,BaSi6N8,-1.23741,3.426,JARVIS
JVASP-144819,BaSi9Rh2,-0.33262,0.106,JARVIS
JVASP-135814,BaSiBr,-0.41588,0.52,JARVIS
JVASP-119943,BaSiC,0.44164,0.275,JARVIS
JVASP-117565,BaSiCl,-0.52639,0.586,JARVIS
JVASP-9439,BaSiN2,-1.28314,2.91,JARVIS
JVASP-13870,BaSiO3,-2.81736,2.604,JARVIS
JVASP-133966,BaSiSe2,-0.93658,0.768,JARVIS
JVASP-117629,BaSiTe2,-0.65944,0.62,JARVIS
JVASP-10255,BaSm2PdO5,-2.88163,2.241,JARVIS
JVASP-10558,BaSm2PtO5,-2.87847,2.594,JARVIS
JVASP-141726,BaSm2Se4,-2.07881,1.349,JARVIS
JVASP-56823,BaSn2,-0.65383,0.123,JARVIS
JVASP-85795,BaSn2H2O4,-1.69999,2.254,JARVIS
JVASP-63965,BaSnBr,-0.63197,0.191,JARVIS
JVASP-27159,BaSnGe3O9,-2.0023,2.874,JARVIS
JVASP-26767,BaSnHgS4,-0.89578,1.804,JARVIS
JVASP-117049,BaSnN2,-0.36187,0.767,JARVIS
JVASP-86325,BaSnO3,-2.39288,0.578,JARVIS
JVASP-10891,BaSnS2,-1.44412,1.762,JARVIS
JVASP-119596,BaSr2I6,-1.81782,3.382,JARVIS
JVASP-140468,BaSr2In2O6,-2.39499,0.9,JARVIS
JVASP-101756,BaSr2N2,-0.62158,0.998,JARVIS
JVASP-144371,BaSr2ScInO6,-2.87344,1.57,JARVIS
JVASP-144195,BaSr2Sn3O9,-2.42425,1.418,JARVIS
JVASP-37916,BaSr3O4,-2.90661,2.509,JARVIS
JVASP-141772,BaSr3Sn4O12,-2.43027,1.578,JARVIS
JVASP-147222,BaSr3Ti4O12,-3.41209,1.79,JARVIS
JVASP-137358,BaSr3Zr4Se12,-1.72597,0.271,JARVIS
JVASP-24319,BaSr4U3O14,-3.43011,2.163,JARVIS
JVASP-99453,BaSrBiSbO6,-2.22683,2.076,JARVIS
JVASP-49952,BaSrI4,-1.79723,3.318,JARVIS
JVASP-108153,BaSrLaBiO6,-2.5204,2.314,JARVIS
JVASP-101229,BaSrMgTeO6,-2.51315,2.005,JARVIS
JVASP-121636,BaSrNiWO6,-2.49121,0.841,JARVIS
JVASP-104755,BaSrO2,-2.88269,2.764,JARVIS
JVASP-66272,BaSrPb,-0.11082,0.324,JARVIS
JVASP-140469,BaSrPb2O6,-1.91982,0.613,JARVIS
JVASP-119208,BaSrPdF6,-3.18768,1.589,JARVIS
JVASP-114082,BaSrS2,-2.29236,2.223,JARVIS
JVASP-117225,BaSrSi4,-0.36345,0.684,JARVIS
JVASP-66119,BaSrSn,-0.17675,0.389,JARVIS
JVASP-101743,BaSrSn2O6,-2.39911,0.765,JARVIS
JVASP-24252,BaSrTa2O7,-3.28841,2.244,JARVIS
JVASP-138046,BaSrTe2,-1.86613,1.636,JARVIS
JVASP-100426,BaSrTi2O6,-3.38097,1.776,JARVIS
JVASP-100564,BaSrZnWO6,-2.70602,2.964,JARVIS
JVASP-12549,BaTa2Bi2O9,-2.55799,2.131,JARVIS
JVASP-114098,BaTe,-1.90751,1.572,JARVIS
JVASP-7987,BaTe2,-1.26439,0.613,JARVIS
JVASP-12740,BaTe2O6,-1.66392,1.908,JARVIS
JVASP-8168,BaTe3,-0.94926,0.755,JARVIS
JVASP-98995,BaTeMo2O9,-2.18066,2.761,JARVIS
JVASP-9716,BaTeO3,-2.08385,2.804,JARVIS
JVASP-49984,BaTeO4,-1.8906,2.245,JARVIS
JVASP-115607,BaTePd,-1.0466,0.377,JARVIS
JVASP-56556,BaThBr6,-1.9717,2.852,JARVIS
JVASP-8157,BaThO3,-3.51994,3.338,JARVIS
JVASP-19082,BaTi2O5,-3.32517,1.881,JARVIS
JVASP-133545,BaTi4AlO7,-2.80331,0.113,JARVIS
JVASP-95675,BaTi4O9,-3.29814,2.722,JARVIS
JVASP-8405,BaTiAlCuO5,-2.3545,0.155,JARVIS
JVASP-62630,BaTiB2O6,-3.00807,2.375,JARVIS
JVASP-66379,BaTiBr,0.28595,0.169,JARVIS
JVASP-113038,BaTiGe3O9,-2.33267,3.009,JARVIS
JVASP-137694,BaTiI6O18,-0.98075,2.608,JARVIS
JVASP-133963,BaTiO3,-3.37062,2.325,JARVIS
JVASP-49967,BaTl2O4,-1.43756,0.314,JARVIS
JVASP-66357,BaTlBi,-0.35733,0.506,JARVIS
JVASP-66485,BaTlSb,-0.40276,0.713,JARVIS
JVASP-49859,BaTm2O4,-3.61682,3.301,JARVIS
JVASP-144579,BaTm2Se4,-2.08088,1.365,JARVIS
JVASP-34494,BaUSi2O8,-3.14851,2.468,JARVIS
JVASP-87198,BaV2CdO7,-2.53084,2.907,JARVIS
JVASP-141090,BaV2CuAg2O8,-1.93719,0.149,JARVIS
JVASP-11473,BaV2Ni2O8,-2.18131,0.266,JARVIS
JVASP-55329,BaV2O6,-2.77421,2.653,JARVIS
JVASP-97728,BaV2TeO8,-2.38154,2.414,JARVIS
JVASP-146552,BaV3O8,-2.73764,0.29,JARVIS
JVASP-122511,BaVClO3,-2.79217,1.918,JARVIS
JVASP-144208,BaVN2,-1.24121,0.165,JARVIS
JVASP-144482,BaVOF4,-3.41827,0.969,JARVIS
JVASP-66441,BaWBr,0.90732,0.978,JARVIS
JVASP-66430,BaWCl,0.8232,1.016,JARVIS
JVASP-36686,BaWN3,-0.87085,1.467,JARVIS
JVASP-11753,BaWO4,-2.82852,1.659,JARVIS
JVASP-19083,BaY2O4,-3.57585,3.324,JARVIS
JVASP-10535,BaY2PdO5,-2.94659,2.11,JARVIS
JVASP-9993,BaYAgSe3,-1.63537,1.385,JARVIS
JVASP-10670,BaYAgTe3,-1.3218,0.819,JARVIS
JVASP-50888,BaYBr5,-2.11186,3.125,JARVIS
JVASP-152317,BaYCuS3,-1.88585,1.24,JARVIS
JVASP-151290,BaYCuSe3,-1.69845,1.031,JARVIS
JVASP-10669,BaYCuTe3,-1.31849,0.638,JARVIS
JVASP-50419,BaYI5,-1.5899,2.073,JARVIS
JVASP-96729,BaZn2As2,-0.72255,0.332,JARVIS
JVASP-100048,BaZn2N2,-0.28199,0.823,JARVIS
JVASP-91697,BaZnAsF,-1.99236,0.225,JARVIS
JVASP-9294,BaZnBi4O8,-1.38696,0.611,JARVIS
JVASP-69348,BaZnCl2,-1.65001,1.144,JARVIS
JVASP-115581,BaZnF2,-2.49285,1.347,JARVIS
JVASP-117615,BaZnO,-0.52062,0.296,JARVIS
JVASP-9587,BaZnO2,-2.21719,2.495,JARVIS
JVASP-26354,BaZnSO,-1.97062,2.416,JARVIS
JVASP-120874,BaZnSe,-0.95829,1.709,JARVIS
JVASP-114592,BaZnTe,-0.84421,1.77,JARVIS
JVASP-144572,BaZnTe2O7,-1.68127,1.614,JARVIS
JVASP-141468,BaZr5Pb4O15,-2.8848,2.852,JARVIS
JVASP-2208,BaZrN2,-1.49922,1.092,JARVIS
JVASP-115592,BaZrO3,-3.57885,3.196,JARVIS
JVASP-154931,BaZrS3,-2.02119,1.062,JARVIS
JVASP-36937,BaZrSe3,-1.757,0.44,JARVIS
JVASP-115624,Be2C,-0.39973,1.547,JARVIS
JVASP-64917,Be2FeW,-0.20004,0.429,JARVIS
JVASP-74601,Be2GaTc,-0.23344,0.33,JARVIS
JVASP-74689,Be2InTc,0.11479,0.286,JARVIS
JVASP-70484,Be2NbCo,-0.16605,0.491,JARVIS
JVASP-64991,Be2NbRh,-0.21105,0.562,JARVIS
JVASP-117703,Be2S,-0.21923,0.467,JARVIS
JVASP-74656,Be2VCl,0.07413,0.145,JARVIS
JVASP-69864,Be2VRh,-0.28591,0.372,JARVIS
JVASP-22922,Be3Cd4Si3SO12,-2.34565,2.993,JARVIS
JVASP-22783,Be3Cd4Si3SeO12,-2.33853,2.945,JARVIS
JVASP-22856,Be3Cd4Si3TeO12,-2.32119,2.948,JARVIS
JVASP-92723,Be3N2,-1.22753,3.048,JARVIS
JVASP-151328,Be3P2,-0.20654,0.36,JARVIS
JVASP-12782,Be4TeO7,-2.36618,1.467,JARVIS
JVASP-149305,Be5Pt,-0.52227,0.162,JARVIS
JVASP-15348,BeAlB,-0.11111,0.101,JARVIS
JVASP-138779,BeAlO,0.12145,0.683,JARVIS
JVASP-63306,BeB2C2,-0.18467,0.473,JARVIS
JVASP-70148,BeBiF3,-1.30027,1.052,JARVIS
JVASP-117639,BeBr2,-0.8927,2.476,JARVIS
JVASP-35953,BeC2,0.68149,1.89,JARVIS
JVASP-115619,BeCN2,1.02416,0.326,JARVIS
JVASP-114608,BeCdSe,-0.11675,0.518,JARVIS
JVASP-117681,BeCl2,-1.29608,3.173,JARVIS
JVASP-44966,BeCo2O4,-1.68523,0.835,JARVIS
JVASP-43605,BeCrO4,-2.12478,1.972,JARVIS
JVASP-51246,BeCuBr,0.7036,0.262,JARVIS
JVASP-135949,BeCuP,0.13107,0.35,JARVIS
JVASP-36309,BeGeAs2,-0.19972,0.677,JARVIS
JVASP-36446,BeGeP2,-0.3363,0.873,JARVIS
JVASP-117700,BeS,-1.2769,3.247,JARVIS
JVASP-117701,BeS2,-0.57064,1.039,JARVIS
JVASP-134136,BeSe,-0.93032,3.374,JARVIS
JVASP-134142,BeSe2,-0.38266,0.505,JARVIS
JVASP-36308,BeSiAs2,-0.23504,1.193,JARVIS
JVASP-110277,BeSiN2,-1.23359,2.978,JARVIS
JVASP-36306,BeSiP2,-0.4444,1.325,JARVIS
JVASP-36305,BeSnAs2,-0.2034,0.673,JARVIS
JVASP-36307,BeSnP2,-0.2887,0.9,JARVIS
JVASP-1248,BeTe,-0.42305,2.202,JARVIS
JVASP-75584,BeTlAs,0.36297,0.248,JARVIS
JVASP-128546,BeXe,1.58683,1.272,JARVIS
JVASP-104971,BeZn3O4,-1.93387,1.665,JARVIS
JVASP-34236,BeZnO2,-2.26986,2.972,JARVIS
JVASP-105546,BeZnS2,-1.03393,2.934,JARVIS
JVASP-134135,BeZnSe,-0.08964,0.629,JARVIS
JVASP-96826,Bi10Mo3O24,-1.68804,2.601,JARVIS
JVASP-29442,Bi14Te13S8,-0.30927,0.364,JARVIS
JVASP-50502,Bi2B2O7,-1.70861,0.33,JARVIS
JVASP-145757,Bi2C3N6,0.25139,1.324,JARVIS
JVASP-91985,Bi2CO5,-1.46163,2.353,JARVIS
JVASP-112789,Bi2MoO6,-1.768,0.251,JARVIS
JVASP-1225,Bi2O3,-1.36383,2.189,JARVIS
JVASP-29647,Bi2Pb2Se5,-0.4862,0.493,JARVIS
JVASP-146492,Bi2Pb3S6,-0.54266,0.754,JARVIS
JVASP-51654,Bi2PbS4,-0.50478,1.137,JARVIS
JVASP-29967,Bi2PbSe4,-0.45752,0.444,JARVIS
JVASP-55642,Bi2Pt2O7,-1.05321,0.825,JARVIS
JVASP-154954,Bi2S3,-0.44001,1.256,JARVIS
JVASP-22531,Bi2SO2,-1.11004,0.935,JARVIS
JVASP-101468,Bi2Sb2Te3Se3,-0.27588,0.218,JARVIS
JVASP-143208,Bi2Se2S,-0.40569,0.942,JARVIS
JVASP-1067,Bi2Se3,-0.40429,0.319,JARVIS
JVASP-146823,Bi2Se3O10,-1.03171,3.138,JARVIS
JVASP-136049,Bi2SeO2,-1.11001,0.422,JARVIS
JVASP-29262,Bi2SeO5,-1.25067,2.911,JARVIS
JVASP-49927,Bi2SeO6,-1.09813,2.302,JARVIS
JVASP-3903,Bi2Te2S,-0.32213,0.304,JARVIS
JVASP-4101,Bi2Te2Se,-0.31132,0.23,JARVIS
JVASP-144307,Bi2Te2SeO10,-1.14585,3.049,JARVIS
JVASP-29523,Bi2Te2WO10,-1.55067,0.556,JARVIS
JVASP-25,Bi2Te3,-0.23876,0.351,JARVIS
JVASP-29975,Bi2Te4Pb,-0.28769,0.532,JARVIS
JVASP-88651,Bi2TeO5,-1.32802,2.257,JARVIS
JVASP-12738,Bi2TeO6,-1.28885,1.312,JARVIS
JVASP-100850,Bi2TeSe2,-0.36564,0.295,JARVIS
JVASP-57379,Bi2WO6,-1.92338,2.292,JARVIS
JVASP-40128,Bi3BrO4,-1.35085,0.936,JARVIS
JVASP-95376,Bi3ClO4,-1.39317,0.869,JARVIS
JVASP-146154,Bi3O4F,-1.56525,0.769,JARVIS
JVASP-59102,Bi3SbO7,-1.47063,2.255,JARVIS
JVASP-13061,Bi3Se4Br,-0.45292,1.056,JARVIS
JVASP-117147,Bi3Te4Cl5O10,-1.18171,2.515,JARVIS
JVASP-146224,Bi4I3Br,-0.35204,0.716,JARVIS
JVASP-50837,Bi4O3F7,-2.10021,0.106,JARVIS
JVASP-113117,Bi4O5,-1.11925,0.84,JARVIS
JVASP-59101,Bi4O7,-1.26378,0.857,JARVIS
JVASP-152733,Bi4RuI2,-0.19017,0.415,JARVIS
JVASP-146514,Bi4S3N2,0.00424,0.411,JARVIS
JVASP-133523,Bi4Se3N2,0.05749,0.29,JARVIS
JVASP-141075,Bi4Te2Br2O9,-1.2582,1.987,JARVIS
JVASP-101230,Bi4Te3S3,-0.34875,0.335,JARVIS
JVASP-12475,Bi4Te7Pb,-0.26707,0.423,JARVIS
JVASP-98513,Bi5IO7,-1.30868,2.51,JARVIS
JVASP-140716,Bi5O7F,-1.4416,1.874,JARVIS
JVASP-146310,Bi6Te10Pb,-0.26568,0.483,JARVIS
JVASP-29980,Bi7S9Cl3,-0.44413,0.939,JARVIS
JVASP-57096,BiAsO4,-1.42153,3.19,JARVIS
JVASP-154382,BiAsPbO5,-1.40792,2.449,JARVIS
JVASP-29341,BiAuBr6,-0.44478,1.159,JARVIS
JVASP-36831,BiAuO2,-0.88434,1.096,JARVIS
JVASP-36109,BiB,0.80918,0.176,JARVIS
JVASP-59147,BiBO3,-2.01738,3.034,JARVIS
JVASP-146320,BiBOF4,-2.50973,3.248,JARVIS
JVASP-140760,BiBPbO4,-1.83918,2.652,JARVIS
JVASP-32759,BiBr,-0.48601,0.719,JARVIS
JVASP-29558,BiBr3,-0.74825,2.69,JARVIS
JVASP-3621,BiBrO,-1.25771,2.293,JARVIS
JVASP-119595,BiCO3,-1.31802,1.649,JARVIS
JVASP-134175,BiCl,0.58695,0.215,JARVIS
JVASP-12465,BiCl3,-0.98467,3.052,JARVIS
JVASP-135998,BiClF2,-1.39082,1.341,JARVIS
JVASP-32273,BiClF8,-1.3638,1.961,JARVIS
JVASP-3534,BiClO,-1.39849,2.87,JARVIS
JVASP-11572,BiF4,-2.11516,1.285,JARVIS
JVASP-3852,BiF5,-1.80548,1.589,JARVIS
JVASP-32749,BiI,-0.29554,0.82,JARVIS
JVASP-154060,BiI3,-0.47332,2.192,JARVIS
JVASP-141329,BiI3O11,-0.39539,1.12,JARVIS
JVASP-96920,BiI3O9,-0.60892,3.059,JARVIS
JVASP-138243,BiIO,-1.0892,1.483,JARVIS
JVASP-151957,BiIrS,-0.30385,0.693,JARVIS
JVASP-8288,BiN,0.55543,0.295,JARVIS
JVASP-117739,BiN3,0.60893,0.992,JARVIS
JVASP-24934,BiO2,-1.13703,0.97,JARVIS
JVASP-52326,BiOF,-1.98651,3.203,JARVIS
JVASP-152429,BiOsSe,0.00153,0.464,JARVIS
JVASP-123557,BiP3,0.11392,0.339,JARVIS
JVASP-138261,BiPO4,-1.82048,3.256,JARVIS
JVASP-154601,BiPPbO5,-1.90768,3.367,JARVIS
JVASP-120002,BiPS4,-0.2391,1.036,JARVIS
JVASP-120003,BiPSe4,-0.10452,0.254,JARVIS
JVASP-109416,BiPb2F7,-2.42666,2.753,JARVIS
JVASP-107576,BiPbBrO2,-1.3426,1.767,JARVIS
JVASP-12488,BiPbClO2,-1.40941,2.168,JARVIS
JVASP-100427,BiPbIO2,-1.21967,1.845,JARVIS
JVASP-99365,BiRhO3,-1.12202,0.415,JARVIS
JVASP-152227,BiRhS,-0.44488,0.431,JARVIS
JVASP-152535,BiRhSe,-0.40762,0.291,JARVIS
JVASP-30460,BiS2,-0.36659,1.17,JARVIS
JVASP-98779,BiS4N3Cl4,-0.16068,2.146,JARVIS
JVASP-5254,BiSBr,-0.61167,1.945,JARVIS
JVASP-12514,BiSCl,-0.72057,1.82,JARVIS
JVASP-5269,BiSI,-0.46516,1.767,JARVIS
JVASP-146490,BiSb3F20,-2.15491,1.905,JARVIS
JVASP-30197,BiSbO3,-1.35362,2.028,JARVIS
JVASP-12477,BiSbO4,-1.50995,2.679,JARVIS
JVASP-143207,BiSbS3,-0.38709,1.049,JARVIS
JVASP-111827,BiSbTe2,-0.13053,0.14,JARVIS
JVASP-32778,BiSeBr,-0.56989,1.584,JARVIS
JVASP-32942,BiSeCl,-0.68731,1.867,JARVIS
JVASP-5200,BiSeI,-0.43535,1.529,JARVIS
JVASP-12986,BiTe2Br4,-0.47656,0.898,JARVIS
JVASP-8781,BiTeBr,-0.50382,1.131,JARVIS
JVASP-4026,BiTeCl,-0.60494,1.217,JARVIS
JVASP-1963,BiTeI,-0.36898,1.2,JARVIS
JVASP-29467,BiTeIO3,-1.09174,2.358,JARVIS
JVASP-112375,BiTeIr,-0.22328,0.385,JARVIS
JVASP-134203,BiTeO,0.5814,0.18,JARVIS
JVASP-40903,BiTeO4,-1.27326,2.363,JARVIS
JVASP-88587,BiXeF9,-1.2362,1.772,JARVIS
JVASP-840,Br,3e-05,1.308,JARVIS
JVASP-12916,Br2O,0.13009,1.141,JARVIS
JVASP-125192,Br3Cl,-0.05093,1.424,JARVIS
JVASP-125200,Br3F,-0.31073,1.432,JARVIS
JVASP-136109,Br3N,0.60833,1.467,JARVIS
JVASP-85041,BrCl,-0.03564,1.637,JARVIS
JVASP-124238,BrCl3,-0.01999,1.717,JARVIS
JVASP-33682,BrClO,0.16055,1.16,JARVIS
JVASP-3651,BrF3,-0.93498,2.081,JARVIS
JVASP-22532,BrF5,-0.95475,3.168,JARVIS
JVASP-136108,BrN3,0.83845,1.547,JARVIS
JVASP-117822,BrO,0.27207,0.948,JARVIS
JVASP-31165,BrO2F,-0.17226,2.544,JARVIS
JVASP-25407,C,-0.00031,0.272,JARVIS
JVASP-152846,C11N4,0.34986,2.584,JARVIS
JVASP-138385,C2O,0.07849,0.141,JARVIS
JVASP-97751,C2SeN2,0.66305,3.23,JARVIS
JVASP-146412,C3Cl2O,-0.17861,1.229,JARVIS
JVASP-121803,C3N2,0.38117,3.276,JARVIS
JVASP-30462,C3N4,0.29215,1.089,JARVIS
JVASP-112035,C3S2O2,-0.02918,0.4,JARVIS
JVASP-143745,C4NCl2,0.18055,2.361,JARVIS
JVASP-96968,C4SO2,-0.061,1.28,JARVIS
JVASP-117752,CBr2,1.08337,0.527,JARVIS
JVASP-117901,CCl2,0.87181,0.552,JARVIS
JVASP-104758,CCl3,0.03559,1.817,JARVIS
JVASP-138793,CF2,-0.25448,0.315,JARVIS
JVASP-127539,CF3,-0.45893,0.237,JARVIS
JVASP-135120,CI,1.02414,2.319,JARVIS
JVASP-8668,CI4,0.55239,0.941,JARVIS
JVASP-96798,CIClF4,-1.14709,2.32,JARVIS
JVASP-32512,CIF3,-1.17887,3.389,JARVIS
JVASP-28374,CN2,0.82056,2.017,JARVIS
JVASP-91795,CN2O,0.56563,0.852,JARVIS
JVASP-32826,CNCl,0.06167,3.496,JARVIS
JVASP-138391,CO,-0.46316,0.989,JARVIS
JVASP-138395,CO2,-0.25207,3.219,JARVIS
JVASP-124549,CO7,-0.04195,1.169,JARVIS
JVASP-134349,COF2,0.61456,0.272,JARVIS
JVASP-5389,CS14,0.05309,2.281,JARVIS
JVASP-4388,CS2,0.24802,2.881,JARVIS
JVASP-5212,CS2NClO2,-0.33462,2.58,JARVIS
JVASP-32465,CS2NF5,-0.92474,2.963,JARVIS
JVASP-5512,CS3N4,0.51567,1.608,JARVIS
JVASP-98527,CSCl2,0.08488,2.845,JARVIS
JVASP-140816,CSN2,0.35087,2.12,JARVIS
JVASP-102311,CSN3,0.38975,1.124,JARVIS
JVASP-148931,CSe2,0.69504,1.802,JARVIS
JVASP-37831,Ca2AgBi,-0.69917,0.13,JARVIS
JVASP-19368,Ca2AgSbO6,-1.97102,0.691,JARVIS
JVASP-112604,Ca2Al3O8,-2.77798,0.585,JARVIS
JVASP-146523,Ca2AlBiO5,-2.64087,2.449,JARVIS
JVASP-9851,Ca2AlCrO5,-2.98915,0.482,JARVIS
JVASP-97930,Ca2AlH10ClO8,-1.26652,3.479,JARVIS
JVASP-112738,Ca2AlSbO5,-2.68364,2.487,JARVIS
JVASP-9874,Ca2AlSnO5,-2.7455,2.238,JARVIS
JVASP-97868,Ca2As3Pb3ClO12,-1.86849,3.375,JARVIS
JVASP-40227,Ca2AsAu,-1.10117,0.362,JARVIS
JVASP-2044,Ca2AsI,-1.52948,1.499,JARVIS
JVASP-55723,Ca2BHN2,-1.22914,3.009,JARVIS
JVASP-45248,Ca2BN2F,-2.10545,3.055,JARVIS
JVASP-9558,Ca2Bi2O5,-2.03652,1.528,JARVIS
JVASP-34672,Ca2BiAsO6,-2.28957,3.31,JARVIS
JVASP-40522,Ca2BiAu,-0.9391,0.208,JARVIS
JVASP-19366,Ca2BiSbO6,-2.21777,0.93,JARVIS
JVASP-1969,Ca2BrN,-1.63368,2.393,JARVIS
JVASP-117958,Ca2C,0.14176,0.39,JARVIS
JVASP-150542,Ca2CdAs2,-1.02391,0.872,JARVIS
JVASP-107379,Ca2CdN2,-0.74339,0.168,JARVIS
JVASP-88169,Ca2CdSb2,-0.86315,0.434,JARVIS
JVASP-155562,Ca2CdTe2F2,-2.34155,1.494,JARVIS
JVASP-50211,Ca2CeO4,-3.40825,2.353,JARVIS
JVASP-49730,Ca2CoSi2O7,-2.76602,0.94,JARVIS
JVASP-87325,Ca2CrO8,-1.88024,0.331,JARVIS
JVASP-19386,Ca2CrSbO6,-2.46644,0.218,JARVIS
JVASP-52575,Ca2CuB2H12O12,-1.60978,0.714,JARVIS
JVASP-19369,Ca2CuSbO6,-2.06172,0.448,JARVIS
JVASP-118974,Ca2FeOsO6,-2.1806,0.257,JARVIS
JVASP-42324,Ca2FeP2H8O12,-1.86209,0.285,JARVIS
JVASP-85481,Ca2FeWO6,-2.60945,0.365,JARVIS
JVASP-133491,Ca2Ga2GeO7,-2.44145,3.296,JARVIS
JVASP-122135,Ca2GaSi2O7,-2.80102,0.223,JARVIS
JVASP-9146,Ca2Ge,-0.71693,0.358,JARVIS
JVASP-7783,Ca2GeO4,-2.68953,3.06,JARVIS
JVASP-35832,Ca2H3Br,-1.06216,1.801,JARVIS
JVASP-90286,Ca2H6Ru,-0.65471,2.621,JARVIS
JVASP-12592,Ca2HN,-0.99292,1.732,JARVIS
JVASP-39995,Ca2HgPb,-0.62034,0.117,JARVIS
JVASP-155563,Ca2HgTe2F2,-2.19477,0.727,JARVIS
JVASP-13795,Ca2IN,-1.38225,2.406,JARVIS
JVASP-144525,Ca2LaSbO6,-2.86936,3.404,JARVIS
JVASP-142514,Ca2MgN2,-0.9918,1.584,JARVIS
JVASP-11703,Ca2Mn3O8,-2.39363,0.875,JARVIS
JVASP-137602,Ca2MnAs2O10,-1.87384,0.607,JARVIS
